EventTime,UserID,EventName,EventSource,AWSRegion,Region,SourceIPAddress,MFA_Used,Resource,EventDetail,ComplianceLabel,RawLog,Anomaly Score,DriftFlag,DriftReason,RemediationStep
2026-03-28T22:09:07.138790+00:00,user-019,DisableKey,kms.amazonaws.com,eu-west-1,eu-west-1,10.0.249.86,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-28T22:09:07.138790+00:00 kms.amazonaws.com DisableKey by user-019 in eu-west-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.361592808586619,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-26T18:59:32.138790+00:00,user-041,PutBucketPublicAccessBlock,s3.amazonaws.com,us-east-1,us-east-1,54.240.140.54,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-26T18:59:32.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-041 in us-east-1; MFA=True; S3 public access block enabled,-0.35369001466535,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-04-01T16:13:08.138790+00:00,root,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,10.0.66.158,False,Root Account,Root login without MFA,Non-Compliant,2026-04-01T16:13:08.138790+00:00 signin.amazonaws.com ConsoleLogin by root in us-west-2; MFA=False; Root login without MFA,-0.35477023071274805,Normal,event performed by root account; MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-01T12:40:20.138790+00:00,user-052,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,54.240.2.10,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-01T12:40:20.138790+00:00 kms.amazonaws.com DisableKey by user-052 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.3411043903462506,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-02T04:17:39.138790+00:00,user-002,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,172.16.9.174,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-04-02T04:17:39.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-002 in eu-west-1; MFA=True; Security group updated with restricted source CIDR,-0.3469979782450228,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-30T12:31:22.138790+00:00,user-029,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,172.16.52.99,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-30T12:31:22.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-029 in eu-west-1; MFA=True; S3 public access block enabled,-0.3508524268059555,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-03-27T06:56:09.138790+00:00,user-022,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,192.168.148.117,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T06:56:09.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-022 in us-east-1; MFA=True; Security group updated with restricted source CIDR,-0.3439874360479508,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-31T23:56:00.138790+00:00,user-068,CreateAccessKey,iam.amazonaws.com,eu-west-1,eu-west-1,172.16.175.231,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-31T23:56:00.138790+00:00 iam.amazonaws.com CreateAccessKey by user-068 in eu-west-1; MFA=False; Long-lived IAM access key created without approval,-0.35926331313655324,Normal,MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-26T23:11:23.138790+00:00,user-022,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,172.16.114.187,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-26T23:11:23.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-022 in ap-south-1; MFA=True; S3 public access block enabled,-0.3399696364470761,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-03-28T05:29:34.138790+00:00,root,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,192.168.19.97,False,Root Account,Root login without MFA,Non-Compliant,2026-03-28T05:29:34.138790+00:00 signin.amazonaws.com ConsoleLogin by root in us-west-2; MFA=False; Root login without MFA,-0.35477023071274805,Normal,event performed by root account; MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-27T07:35:20.138790+00:00,user-069,PutBucketAcl,s3.amazonaws.com,us-east-1,us-east-1,10.0.10.13,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-27T07:35:20.138790+00:00 s3.amazonaws.com PutBucketAcl by user-069 in us-east-1; MFA=False; Bucket ACL set to public-read,-0.3486701237797069,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-28T05:37:08.138790+00:00,user-057,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,3.91.129.122,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-28T05:37:08.138790+00:00 kms.amazonaws.com DisableKey by user-057 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.34161627203779366,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-31T20:12:25.138790+00:00,root,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,10.0.138.160,False,Root Account,Root login without MFA,Non-Compliant,2026-03-31T20:12:25.138790+00:00 signin.amazonaws.com ConsoleLogin by root in eu-west-1; MFA=False; Root login without MFA,-0.3542902295471883,Normal,event performed by root account; MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-01T22:37:45.138790+00:00,user-054,PutBucketPublicAccessBlock,s3.amazonaws.com,us-east-1,us-east-1,3.91.60.73,True,S3 Bucket,S3 public access block enabled,Compliant,2026-04-01T22:37:45.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-054 in us-east-1; MFA=True; S3 public access block enabled,-0.3424418330453788,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-03-29T03:48:02.138790+00:00,user-064,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,192.168.103.92,True,IAM User,User logged in with MFA,Compliant,2026-03-29T03:48:02.138790+00:00 signin.amazonaws.com ConsoleLogin by user-064 in us-west-2; MFA=True; User logged in with MFA,-0.3374565937468184,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-02T09:16:35.138790+00:00,user-021,PutBucketAcl,s3.amazonaws.com,us-east-1,us-east-1,54.240.106.177,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-04-02T09:16:35.138790+00:00 s3.amazonaws.com PutBucketAcl by user-021 in us-east-1; MFA=False; Bucket ACL set to public-read,-0.35170680613669403,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-26T21:19:58.138790+00:00,user-031,PutBucketAcl,s3.amazonaws.com,us-east-1,us-east-1,10.0.56.214,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-26T21:19:58.138790+00:00 s3.amazonaws.com PutBucketAcl by user-031 in us-east-1; MFA=False; Bucket ACL set to public-read,-0.3574870767413006,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-01T22:39:51.138790+00:00,user-020,DisableKey,kms.amazonaws.com,us-east-1,us-east-1,10.0.51.232,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-01T22:39:51.138790+00:00 kms.amazonaws.com DisableKey by user-020 in us-east-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.3382209630502274,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-29T22:33:05.138790+00:00,user-059,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,54.240.25.26,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-29T22:33:05.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-059 in eu-west-1; MFA=True; S3 public access block enabled,-0.3427821406899103,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-03-30T12:42:07.138790+00:00,user-038,CreateBucket,s3.amazonaws.com,eu-west-1,eu-west-1,54.240.59.25,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-30T12:42:07.138790+00:00 s3.amazonaws.com CreateBucket by user-038 in eu-west-1; MFA=False; Public S3 bucket created,-0.353600309216406,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-28T19:17:05.138790+00:00,user-002,CreateBucket,s3.amazonaws.com,us-west-2,us-west-2,192.168.183.229,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-28T19:17:05.138790+00:00 s3.amazonaws.com CreateBucket by user-002 in us-west-2; MFA=False; Public S3 bucket created,-0.3635291087621827,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-30T21:26:40.138790+00:00,user-012,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,172.16.58.103,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-30T21:26:40.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-012 in eu-west-1; MFA=True; Security group updated with restricted source CIDR,-0.33953068019174515,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-01T12:55:06.138790+00:00,user-035,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,54.240.85.29,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-01T12:55:06.138790+00:00 kms.amazonaws.com DisableKey by user-035 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.3309581479802521,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-31T18:47:46.138790+00:00,user-021,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,3.91.247.206,True,IAM User,User logged in with MFA,Compliant,2026-03-31T18:47:46.138790+00:00 signin.amazonaws.com ConsoleLogin by user-021 in us-east-1; MFA=True; User logged in with MFA,-0.33760995838870705,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-31T02:04:08.138790+00:00,user-024,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,3.91.14.221,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-31T02:04:08.138790+00:00 kms.amazonaws.com DisableKey by user-024 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.3434594389795247,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-28T02:30:53.138790+00:00,user-062,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,54.240.225.12,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-28T02:30:53.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-062 in ap-south-1; MFA=True; S3 public access block enabled,-0.3354849997679537,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-03-30T20:09:23.138790+00:00,user-002,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,3.91.48.111,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-30T20:09:23.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-002 in us-west-2; MFA=True; Security group updated with restricted source CIDR,-0.34630845220678647,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-31T09:43:22.138790+00:00,user-062,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,172.16.27.3,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-31T09:43:22.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-062 in eu-west-1; MFA=True; S3 public access block enabled,-0.3372433310377314,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-04-01T18:02:30.138790+00:00,user-065,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,172.16.38.193,True,S3 Bucket,S3 public access block enabled,Compliant,2026-04-01T18:02:30.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-065 in ap-south-1; MFA=True; S3 public access block enabled,-0.3365743468887749,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-03-27T08:17:06.138790+00:00,user-043,PutBucketPublicAccessBlock,s3.amazonaws.com,eu-west-1,eu-west-1,3.91.114.141,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-27T08:17:06.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-043 in eu-west-1; MFA=True; S3 public access block enabled,-0.34809074511201354,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-04-01T07:20:25.138790+00:00,user-031,DisableKey,kms.amazonaws.com,us-east-1,us-east-1,54.240.229.23,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-01T07:20:25.138790+00:00 kms.amazonaws.com DisableKey by user-031 in us-east-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.3502527782128133,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-01T18:29:23.138790+00:00,user-041,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,10.0.52.104,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-04-01T18:29:23.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-041 in us-east-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22,-0.36457688837073937,Normal,MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-01T21:41:00.138790+00:00,user-012,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,3.91.105.168,True,IAM User,User logged in with MFA,Compliant,2026-04-01T21:41:00.138790+00:00 signin.amazonaws.com ConsoleLogin by user-012 in eu-west-1; MFA=True; User logged in with MFA,-0.34235262461337557,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-29T10:32:56.138790+00:00,user-047,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,54.240.169.144,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-29T10:32:56.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-047 in us-east-1; MFA=True; Security group updated with restricted source CIDR,-0.34324066550564897,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-01T05:25:44.138790+00:00,user-061,CreateAccessKey,iam.amazonaws.com,eu-west-1,eu-west-1,10.0.49.195,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-04-01T05:25:44.138790+00:00 iam.amazonaws.com CreateAccessKey by user-061 in eu-west-1; MFA=False; Long-lived IAM access key created without approval,-0.3529904367202796,Normal,MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-30T06:39:56.138790+00:00,user-044,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,3.91.191.180,True,IAM User,User logged in with MFA,Compliant,2026-03-30T06:39:56.138790+00:00 signin.amazonaws.com ConsoleLogin by user-044 in eu-west-1; MFA=True; User logged in with MFA,-0.3439109629427712,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-31T16:48:38.138790+00:00,user-064,PutBucketPublicAccessBlock,s3.amazonaws.com,us-west-2,us-west-2,10.0.130.157,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-31T16:48:38.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-064 in us-west-2; MFA=True; S3 public access block enabled,-0.3385807836189082,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-04-01T06:44:37.138790+00:00,user-051,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,172.16.173.28,True,IAM User,User logged in with MFA,Compliant,2026-04-01T06:44:37.138790+00:00 signin.amazonaws.com ConsoleLogin by user-051 in us-west-2; MFA=True; User logged in with MFA,-0.3512084128903398,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-01T06:50:35.138790+00:00,user-016,CreateBucket,s3.amazonaws.com,ap-south-1,ap-south-1,3.91.68.247,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-04-01T06:50:35.138790+00:00 s3.amazonaws.com CreateBucket by user-016 in ap-south-1; MFA=False; Public S3 bucket created,-0.35218688560786865,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-01T14:17:00.138790+00:00,user-071,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,3.91.90.178,True,IAM User,User logged in with MFA,Compliant,2026-04-01T14:17:00.138790+00:00 signin.amazonaws.com ConsoleLogin by user-071 in ap-south-1; MFA=True; User logged in with MFA,-0.33767249259893584,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-30T15:21:47.138790+00:00,user-014,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,3.91.196.108,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-30T15:21:47.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-014 in ap-south-1; MFA=True; S3 public access block enabled,-0.3365162114947706,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-03-30T21:29:03.138790+00:00,root,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,192.168.231.207,False,Root Account,Root login without MFA,Non-Compliant,2026-03-30T21:29:03.138790+00:00 signin.amazonaws.com ConsoleLogin by root in ap-south-1; MFA=False; Root login without MFA,-0.34889078216918024,Normal,event performed by root account; MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-04-02T09:10:46.138790+00:00,user-066,DisableKey,kms.amazonaws.com,eu-west-1,eu-west-1,192.168.111.52,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-04-02T09:10:46.138790+00:00 kms.amazonaws.com DisableKey by user-066 in eu-west-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.3399133037071827,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-28T21:24:40.138790+00:00,user-045,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,3.91.165.182,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-28T21:24:40.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-045 in us-west-2; MFA=True; Security group updated with restricted source CIDR,-0.33317248979679154,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-02T15:49:47.138790+00:00,user-072,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,54.240.146.225,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-04-02T15:49:47.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-072 in ap-south-1; MFA=True; Security group updated with restricted source CIDR,-0.34161821067588827,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-27T00:58:49.138790+00:00,user-067,CreateBucket,s3.amazonaws.com,us-east-1,us-east-1,54.240.74.14,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-27T00:58:49.138790+00:00 s3.amazonaws.com CreateBucket by user-067 in us-east-1; MFA=False; Public S3 bucket created,-0.3454786092050158,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-30T05:06:08.138790+00:00,user-035,PutBucketPublicAccessBlock,s3.amazonaws.com,us-west-2,us-west-2,192.168.74.215,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-30T05:06:08.138790+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-035 in us-west-2; MFA=True; S3 public access block enabled,-0.33489952621425034,Normal,S3 action indicates possible public exposure,Enable S3 Block Public Access and apply restrictive bucket policies.
2026-03-31T02:05:35.138790+00:00,user-027,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,54.240.52.158,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-31T02:05:35.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-027 in us-east-1; MFA=True; Security group updated with restricted source CIDR,-0.3450133711988342,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-29T14:49:26.138790+00:00,user-029,CreateAccessKey,iam.amazonaws.com,ap-south-1,ap-south-1,3.91.147.178,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-03-29T14:49:26.138790+00:00 iam.amazonaws.com CreateAccessKey by user-029 in ap-south-1; MFA=False; Long-lived IAM access key created without approval,-0.3602862813842617,Normal,MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-30T12:41:11.138790+00:00,user-050,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,3.91.27.4,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-30T12:41:11.138790+00:00 kms.amazonaws.com DisableKey by user-050 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.34764351253132664,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-31T04:43:54.138790+00:00,root,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,3.91.100.199,False,Root Account,Root login without MFA,Non-Compliant,2026-03-31T04:43:54.138790+00:00 signin.amazonaws.com ConsoleLogin by root in us-west-2; MFA=False; Root login without MFA,-0.35477023071274805,Normal,event performed by root account; MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-28T21:17:54.138790+00:00,root,ConsoleLogin,signin.amazonaws.com,ap-south-1,ap-south-1,10.0.95.247,False,Root Account,Root login without MFA,Non-Compliant,2026-03-28T21:17:54.138790+00:00 signin.amazonaws.com ConsoleLogin by root in ap-south-1; MFA=False; Root login without MFA,-0.34889078216918024,Normal,event performed by root account; MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-31T22:25:53.138790+00:00,user-049,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,192.168.135.34,True,IAM User,User logged in with MFA,Compliant,2026-03-31T22:25:53.138790+00:00 signin.amazonaws.com ConsoleLogin by user-049 in us-east-1; MFA=True; User logged in with MFA,-0.3417551043663952,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-01T09:26:53.138790+00:00,user-001,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,172.16.20.40,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-04-01T09:26:53.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-001 in eu-west-1; MFA=True; Security group updated with restricted source CIDR,-0.34606605675089597,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-01T16:30:09.138790+00:00,user-007,CreateAccessKey,iam.amazonaws.com,eu-west-1,eu-west-1,3.91.183.19,False,IAM User,Long-lived IAM access key created without approval,Non-Compliant,2026-04-01T16:30:09.138790+00:00 iam.amazonaws.com CreateAccessKey by user-007 in eu-west-1; MFA=False; Long-lived IAM access key created without approval,-0.3479853641026221,Normal,MFA not used for a sensitive action,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-28T23:10:30.138790+00:00,user-068,PutBucketAcl,s3.amazonaws.com,us-west-2,us-west-2,3.91.34.202,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-28T23:10:30.138790+00:00 s3.amazonaws.com PutBucketAcl by user-068 in us-west-2; MFA=False; Bucket ACL set to public-read,-0.3524320437112892,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-27T20:24:01.138790+00:00,user-070,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,192.168.113.227,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-27T20:24:01.138790+00:00 kms.amazonaws.com DisableKey by user-070 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy,-0.34098046145940086,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-03-30T07:07:45.138790+00:00,user-043,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,172.16.243.144,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-30T07:07:45.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-043 in eu-west-1; MFA=True; Security group updated with restricted source CIDR,-0.34753618793007673,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-01T03:25:45.138790+00:00,user-015,CreateBucket,s3.amazonaws.com,eu-west-1,eu-west-1,172.16.124.246,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-04-01T03:25:45.138790+00:00 s3.amazonaws.com CreateBucket by user-015 in eu-west-1; MFA=False; Public S3 bucket created,-0.3460077206769887,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-31T10:00:50.138790+00:00,user-049,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,192.168.144.7,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-31T10:00:50.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-049 in us-east-1; MFA=True; Security group updated with restricted source CIDR,-0.3411460810095386,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
2026-04-01T15:24:41.138790+00:00,user-066,PutBucketAcl,s3.amazonaws.com,ap-south-1,ap-south-1,10.0.151.230,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-04-01T15:24:41.138790+00:00 s3.amazonaws.com PutBucketAcl by user-066 in ap-south-1; MFA=False; Bucket ACL set to public-read,-0.34373262853448316,Normal,MFA not used for a sensitive action; S3 action indicates possible public exposure,Enforce MFA via IAM policy and block sensitive APIs without MFA context.
2026-03-27T21:34:07.138790+00:00,user-066,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,172.16.3.161,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T21:34:07.138790+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-066 in us-east-1; MFA=True; Security group updated with restricted source CIDR,-0.3363910525477483,Normal,rare combination of categorical feature values,"Review IAM permissions, tighten least privilege, and verify change approvals."
